,original_title,year,release_date,rating,votes_number,runtime,countries,genres,director,cast
2451,the thirteenth floor,0.487179487179489,1999-05-28,0.6962025316455694,0.026777079729934938,100,english,mystery scifi thriller,josef rusnak,craig bierko armin muellerstahl gretchen mol vincent donofrio dennis haysbert steven schub jeremy roberts rif hutton leon rippy janet maclachlan brad william henke burt bulos venessia valentino howard s miller tia texada shiri appleby bob clendenin rachel winfree meghan ivey alison lohman hadda brooks ron boussom ernie lively toni sawyer brooks almy darryl henriques suzanne harrer lee weaver geoffrey rivas travis tedford jeff blumenkrantz andrew alden johnny crawford wiener sängerknaben vivian palermo tracy perry glendon rich dea natasja rosenmeier mary ann schmidt will wallace randy woltz
2991,courage under fire,0.4102564102564088,1996-07-12,0.6329113924050631,0.019672380859249203,116,english arabic,action drama mystery,edward zwick,denzel washington meg ryan lou diamond phillips michael moriarty matt damon bronson pinchot seth gilliam regina taylor zeljko ivanek scott glenn tim guinee tim ransom sean astin armand darrius mark adairrios ned vaughn manny perez david mcswain sean patrick thomas ken jenkins kathleen widdoes christina stojanovich lucky luciano erica c newman jamal a mays ashlee jordan pryor michole briana white jeffrey waid patrick young jimmy ray pickens jack watkins matt sigloch jim morse bruce mcgill rory j aylward kyle mickaelian michael dolan john roarke tom schanley robert apisa daniel gonzalez albert hall richard venture diane baker amy hathaway reed frerichs julius carter peter arnett george bush korey coleman steven derek saddam hussein pete janssen larry king james lamarr robert brent lappin michael mills colin powell norman schwarzkopf jenni tooley
1089,girl interrupted,0.487179487179489,2000-01-14,0.721518987341772,0.06791588134325446,127,english,biography drama,james mangold,winona ryder angelina jolie clea duvall brittany murphy elisabeth moss jared leto jeffrey tambor vanessa redgrave whoopi goldberg angela bettis jillian armenante drucie mcdaniel alison claire christina myers joanna kerns travis fine gloria barnhart josie gammell bruce altman mary kay place ray baker kadee strickland christian monroe kurtwood smith david scott taylor janet greer c scott grimaldi ginny graham richard domeier john kirkman sally bowman misha collins john lumia marilyn brett henry alex rubin marilyn spanier linda gilvear allen strange spencer gates rebecca derrick anne connors steve altes joe gerety anne lewis donny martino jr john levin irene longshore katie rimmer jonathan martin spirk john bobby george clinton jeannie dalton steve grabusky kenneth keith kallenbach annie marter eric mitchell robin reck
6785,forever my girl,0.974358974358978,2018-01-19,0.6455696202531644,0.0027648712320343313,108,usa,drama music romance,bethany ashton wolf,alex roe jessica rothe abby ryder fortson travis tritt peter cambor gillian vigman judith hoag tyler riggs john benjamin hickey morgan alexandria lauren gros terayle hill james rackley divina cook jason davis adam drescher whitney goin cody alan jacob yakob amy meridith keila j brown ian gregg rita glynn rhoda griffis catherine dyer caitlin harris g peter king john gordon fayrouz naciri arielle bowden rich maresco erik bello alex huff emmie hunter lillian ellen jones bella lotz reuben baker graeme buffenbarger gabriel butler raphael dante carr jr sonny durham sharon frank barbara hawkinsscott julie ivey perry johnson sawyer d jones debi kimsey shane donovan lewis sage mayer monica mears timothy d montjoy lindsey moser skye mowbray ryan newton anthony vance pierce anniston price tinsley price patti schellhaas bradley van vugt josh ventura
883,you dont mess with the zohan,0.7179487179487154,2008-06-06,0.49367088607594933,0.08180793712209862,113,usa,comedy,dennis dugan,adam sandler john turturro emmanuelle chriqui nick swardson lainie kazan ido mosseri rob schneider dave matthews michael buffer charlotte rae sayed badreya daoud heidami kevin nealon robert smigel dina doron shelley berman chris rock mariah carey john mcenroe george takei bruce vilanch john paul dejoria alec mapa ahmed ahmed ben wise john farley yossi marshek guri weinberg danny a abeckaser ido mor mousa kraish roni levy reuven baryotam barry livingston rick gifford daniel browning smith tyler spindel julia lea wolov dana goodman todd holland kevin grady bobby tisdale herzl tobey ori pfeffer alex luria guy oseary yinon sapir donna feldman yamit sol naama nativ dennis dugan gerry del sol shulie cowen maysoon zayid helen siff betty murphy cynthia frost anna berger susan grace bunny levine norma michaels marjorie loomis carol schlanger edith s wolfrey phoebe dorin lina so eloise dejoria vanessa long donielle artese adria tennor blake bertrand sidney ganis laurie meghan phelps kenneth greenaway constance barron kristen lowman penelope windust kathleen noone christopher innvar ray garvey barbara ann davison eric lamonsoff connor wiles jennifer de minco nicole bennett edmund lyndeck lily javaherpour kristina haddad larry marko anne marie howard veerta motiani billy concha marco khan sam sagheb latif marotti christian reeve aesop aquarian michelle arenal jordan ashbrook moran atias ashley ausburn barbara jean barrielle mike basone mike batayeh robert benny bart blackburn denise bradley guile branco lamar brown melanie bulujian monica cabral kevin cannon ella christopher nick clark cher cosenza rossie cottrell tom coughlin john dardenne joseph deluca kendall draughn john duerler marshall factora john farrer eric feliciano ian fisher anna florence maite garcia leslie garza jessica mei gershen nikki giavasis ronald e giles sharlene grover sepideh haftgoli zahra heydari seth howard kevin james paul jeans dave johnson todd justin sam kalidi sona karia rock kohli mark kubr timothy dean lee paula lemes bernadette lords anthony martins roni meron nicole montano rachel mower rachael murphy bibiana navas christina neferis adam ohl dianne perry john radcliff klavdia ramnareine deborah rombaut sandra rosko jackie sandler sadie sandler eli santana rob shapiro mikael sharafyan jhennah sinclaire terrie snell chris spinelli arne starr riley thomas stewart lee stickler sarah stringer christa texeira keana texeira seth texeira sophie texeira ryan phillip thomas gina tleel uzimann kevin van doorslaer dave vij holly weber molly weiner joe van wie derrick williams henry winkler mark winn saye yabandeh julius zagon david zahedian maria zambrana
182,harry potter and the goblet of fire,0.6410256410256423,2005-11-18,0.7721518987341771,0.23084723722087422,157,uk usa,adventure family fantasy,mike newell,eric sykes timothy spall david tennant daniel radcliffe emma watson rupert grint mark williams james phelps oliver phelps bonnie wright jeff rawle robert pattinson jason isaacs tom felton stanislav yanevski robert hardy philip rham olivia higginbottom ashley artus alex palmer paschal friel richard rosson roger lloyd pack sheila allen su elliot anne lacy flip webster david sterne christopher whittingham liam mckenna campbell graham margery mason katie leung matthew lewis robbie coltrane william melling michael gambon david bradley devon murray afshan azad warwick davis frances de la tour shefali chowdhury angelica mandy clémence poésy maggie smith alan rickman predrag bjelac tolga safer brendan gleeson alfred enoch louis doyle jamie waylett josh herdman charlotte skeoch miranda richardson robert wilfort gary oldman tiana benjamin henry lloydhughes jarvis cocker jonny greenwood phil selway steve mackey jason buckle steve claydon shirley henderson alan watts ralph fiennes adrian rawlins geraldine somerville joseph accerelli martin alexander alex argenti lasco atkins jack bagley paul bateman greta bellamacina lucyanne brooks paul chiedozie samantha clinch cheri darbon paul davies gabriella munro douglas natalie hallam sarah harrison aaron heffernan kevin hudson shona kay daniel larner sonny louis reece mack talal malik montana manning james marinos simpson mckendry sam morris phil mulryne andrew osbourne jo osmond lisa osmond paije richardson charlotte ritchie sarah rorbach john sigurdson kit sinnett andy smart jimmy song albert tang paul vigrass ian whyte siobhan ellen williams funda önal
1307,robots,0.6410256410256423,2005-03-11,0.5949367088607593,0.05566883227090378,91,usa,animation adventure comedy,chris wedge,paula abdul halle berry lucille bliss terry bradshaw jim broadbent mel brooks amanda bynes drew carey jennifer coolidge dylan denton will denton marshall efron damien fahey lowell ganz paul giamatti dan hedaya jackie hoffman james earl jones greg kinnear jay leno natasha lyonne brian scott mcfadden ewan mcgregor tim nordquist jansen panettiere al roker alan rosenberg stephen tobolowsky stanley tucci chris wedge dianne wiest harland williams robin williams crawford wilson lara cody cooper cowgill david crommett darin de paul dann fink timothy gulan alex haney angela haney ray iannicelli sondra james vanessa lemonides anthony j lewis jr marcus maurice jennifer perito kristin reeves david rossmer lyla stone bruce winant randy jackson
3941,igby goes down,0.5641025641025621,2002-10-04,0.670886075949367,0.012018562859331006,98,english,comedy drama,burr steers,kieran culkin claire danes jeff goldblum jared harris amanda peet ryan phillippe bill pullman susan sarandon rory culkin peter anthony tambakis bill irwin kathleen gati gannon forrester celia weston elizabeth jagger nick wyman amber gross cassidy ladden erin fritch jim gaffigan arnie burton eric bogosian cynthia nixon mistress formika glenn fitzgerald reg rogers danny tamberelli david arrow ronobir lahiri delancey birzin aaron boyum ty copeman marshall factora gregory itzin gore vidal
3534,nick of time,0.3846153846153868,1995-11-22,0.5949367088607593,0.014838910167777521,90,english,action crime drama,john badham,johnny depp courtney chase charles s dutton christopher walken roma maffia marsha mason peter strauss gloria reuben bill smitrovich gd spradlin yul vazquez edith diaz armando ortega cj bau cynthena sanders dana mackey chris jacobs charles carroll miguel nájera jerry tondo lance hunter voorhees john azevedo jr lance august peter mackenzie rick zieff tom bradley michael chong cynthia noritake holly kuespert pamela dunlap jan speck tom lawrence robert buckingham clark johnson antony sandoval isabel garcía lorca nicole mancera yolanda gonzáles antonette saftler teddy beeler alison stuart greg bronson jan citron bobby deleon casey lowe bobby sussman ray uhler
2401,the edge,0.4358974358974379,1997-09-26,0.670886075949367,0.02756314752452113,117,english,action adventure drama,lee tamahori,anthony hopkins alec baldwin elle macpherson harold perrineau bart the bear lq jones kathleen wilhoite david lindstedt mark kiely eli gabay larry musser brian arnold bob boyd kelsa kinsly gordon tootoosis randy birch lawrence lefebvre brian steele
6112,grandma,0.8974358974358978,2015-09-18,0.6455696202531644,0.00392046611187456,79,usa,comedy drama,paul weitz,lily tomlin judy greer julia garner carlos miranda john cho nat wolff laverne cox aaron bilyeu elizabeth peña colleen camp sam elliott mo zelof marcia gay harden meg crosbie sarah burns missy doty don mcmanus willem miller skya chanadet sarah burns lauren tom kelsey scott marlene martinez reggie watkins amir talai frank collison judy geeson
3788,the physician,0.8461538461538467,2014-12-05,0.7088607594936708,0.013119151798999834,155,germany,adventure drama history,philipp stölzl,tom payne stellan skarsgård olivier martinez emma rigby elyas mbarek fahri yardim makram khoury michael marcus ben kingsley stanley townsend emil marwa martin hancock adam thomas wright jodie mcnee dominique moore aidan kelly mohamen mehdi ouazanni raouia rabii benjhail tadlaoui peter bankole renu setna franz dinda lais benjamin campos aaron kissiov louis fahrenholz percy hutchison ramin yazdani sahin eryilmaz hamid najah mahmoudi mbarek ben aïssa el jirari barbara philipp vincent ebrahim mansour badri abdelhak belamjahd irshad panjatan gerti drassl said darif abdellatif chaouqi mourad zaoui yassine afroukh isaiah michalski ian t dickinson mohamed nouaimane michael jibson aykut kayacik hicham ichaab fatym layachi manuela biedermann kim nina lechler wilfried hochholdinger michael lott sybille j schedwill mohammadali behboudi robert a foster richard ridings claudia fritzsche hatim abdelghafour ercan durmaz çetin ipekkaya juli staap james allan michael bornhütter hossein andalibi salvatore cancemi can macit ertugrul moritz michel lani nguyen sima seyed richard von groeling natalia witmer
