,original_title,year,release_date,rating,votes_number,runtime,countries,genres,director,cast
202,there will be blood,0.6923076923076934,2008-01-25,0.822784810126582,0.21843470019176855,158,usa,drama,paul thomas anderson,daniel daylewis martin stringer matthew braden stringer jacob stringer joseph mussey barry del sherman harrison taylor stockton taylor paul f tompkins dillon freasier kevin breznahan jim meskimen erica sullivan randall carver coco leigh paul dano ciarán hinds sydney mccallister david willis christine olejniczak kellie hill james downey dan swallow robert arber bob bell david williams joy rawls louise gregg amber roberts john w watts robert caroline barry bruce irene g hunter hope elizabeth reeves john chitwood kevin j oconnor david warshofsky charles thomas doyle colton woodward john burton hans howes robert barge ronald krut huey rhudy steven barr robert hills colleen foy russell harvard bob bock vince froio phil shelly mary elizabeth barrett brad carr kathryn a davis rhonda reeves beau smith arne starr
1946,cop out,0.7692307692307736,2010-02-26,0.5063291139240506,0.03606838225649411,107,usa,action comedy crime,kevin smith,bruce willis tracy morgan juan carlos hernández cory fernandez jason hurt jeff lima sean cullen kevin pollak adam brody guillermo díaz alberto bonilla robinson aponte jeremy dash mando alvarado michelle trachtenberg jason lee francie swift rashida jones keith joe dick seann william scott ernest odonnell jim norton susie essman john dleo adrian martinez marcus i morton fred armisen hannah ware ana de la reguera ephraim lópez mark consuelos jayce bartok larissa drekonja jacinto taras riddick jeff chena jordan carlos robb cullen ray quinlan ryan quinlan michael pitt john auer sarah burns kevin cannon omar capra jr carter joseph cintron marmee regine cosico stracy diaz joe remy dolinsky aristedes philip duval elli eddie j fernandez joey giambattista chris haemmerle gina hernandez tanzeel kayani anna kuchma dennis larkin hans marrero chazz menendez jacqueline murphy michael angelo ortiz michael perez elliot santiago harry l seddon richard shankman philip j silvera tommy sokolis bill walters steven weisz deantre williams
3180,buffalo 66,0.4615384615384599,1998-06-26,0.7468354430379746,0.017810171209514804,110,english,comedy crime drama,vincent gallo,vincent gallo christina ricci ben gazzara mickey rourke rosanna arquette janmichael vincent anjelica huston kevin pollak alex karras john sansone manny fried john rummel bob wahl penny wolfgang anthony mydcarz michael maciejewski jack claxton dominic telesco carl marchi kim krah julius digennaro terry braunstein jack hunter norma gelose jamie king janel king ghennifer dennis erin markle valeria hildebrandt michelle mccluskey terese lenandowski kim bradway dana thompson karen sitter michelle koninick amy jakabowski tara thompson kevin corrigan joseph g giambra
3074,rabbit hole,0.7692307692307736,2011-01-28,0.6835443037974682,0.01886280625262395,91,english,drama,john cameron mitchell,nicole kidman aaron eckhart dianne wiest miles teller tammy blanchard sandra oh giancarlo esposito jon tenney stephen mailer mike doyle roberta wallach patricia kalember ali marsh yetta gottesman colin mitchell deidre goodwin julie lauren rob campbell jennifer roszell marylouise burke jay wilkison ben hudson salli saffioti ursula parker phoenix list sandi carroll teresa kelsey sara jane blazo brady parisella derek blakeney ed kalegi jake levy shannon mcgann chris werkmeister shoshanna withers
2307,going in style,0.9487179487179489,2017-04-07,0.6329113924050631,0.029425827310496307,96,usa,comedy crime,zach braff,michael caine alan arkin annmargret matt dillon joey king christopher lloyd maria dizzia morgan freeman john ortiz siobhan fallon hogan peter serafinowicz kenan thompson josh pais richie moriarty seth barrish ashley aufderheide gillian glasco jeremy shinder jorge chapa nick cordero barbara ann davison jojo gonzalez precious sipin anthony chisholm jeremy bobb meredith antoian annabelle chow nancy sun jessica perez marlon perrier kenneth maharaj lulu picart tony arrigo kieran clark lolita foster chase anderson frank anello marshall axt aaron ayhan matt ballard tommy bayiokos chachill silas biggar helen brackel james brickhouse josé báez chris carfizzi katlyn carlson nancy castro danny l chapman raina cheng marc chouen richard r corapi ethan coskay frisco cosme mikey dastoli gina diaz bella didomenico joe remy dolinsky ratnesh dubey mari dudash brendan egan kevin egan laren england neil fleischer aj franklin parker james fullmore coledyn garrow jabez griggs olli haaskivi peter munson hogan alexander jameson david e jenkins jr jeanmarie lally hayden lamanuzzi tanner lamanuzzi lyssa mandel branden marlowe dillon mathews doris mccarthy jalina mercado robert myers samantha nebelcrosson leslie c nemet melanie nichollsking thelma oleary katrina e perkins jen ponton tod rainey cruz rodriguez michelle santiago mike scerbo denise scilabra eddie sellner nancy ellen shore guy sparks mark st cyr janet stanwood ian michael stone arthur swain linden tailor ashley tate paul thornton aly tricarico jesse vanderveer lily winchester alex xenos richard zavaglia
6046,eye of the beholder,0.487179487179489,2000-01-28,0.4430379746835442,0.00404035085327377,109,canada uk australia,drama mystery thriller,stephan elliott,ewan mcgregor ashley judd patrick bergin geneviève bujold kd lang jason priestley annemarie brown kaitlin brown david nerman steven mccarthy vlasta vrana janine theriault don jordan maria revelins lisa forget gayle garfinkle russell yuen stephane levasseur al vandecruys sam stone mauro venditelli josa maule carole collin stephanie sbrega philip le maistre michel perron maria bircher howard bilerman cara reynolds leonard farlinger jason baerg michelle sweeney donovan reiter amanda davis carl crevier erwin goldberg garth gilker james hieminga robert brewster charles edwin powell thomas karle louis negin al clark una kay merlee shapiro vera miller nadia rona erik johnson john teodoro mike azevedo
1217,bridge to terabithia,0.6923076923076934,2007-02-16,0.6962025316455694,0.060093284432895806,96,usa,drama family fantasy,gabor csupo,josh hutcherson annasophia robb zooey deschanel robert patrick bailee madison kate butler devon wood emma fenton grace brannigan latham gaines judy mcintosh patricia aldersley lauren clinton isabelle rose kircher cameron wakefield elliot lawless carly owen jen wolfe james gaylyn ian harcourt brandon cook tyler atfield maisy mcleodriera hudson mills matt gibbons phil grieve fernando gonzalez mikaila baumel aaron beard luke burnyeat zoe cramond dwight wilson ii shelby young
7569,lazzaro felice,0.974358974358978,2018-11-30,0.7594936708860758,0.0016986022379425333,128,italy switzerland france germany,drama fantasy,alice rohrwacher,adriano tardiolo agnese graziani alba rohrwacher luca chikovani tommaso ragno sergi lópez natalino balasso carlo tarmati pasqualina scuncia nicoletta braschi edoardo montalto carlo massimino maddalena baiocco gala othero winter giulia caccavello elisabetta rocchetti iris pulvano annunziata capretto luciano vergaro annibale de luca giuseppe corsini marcello duranti alessandro genovesi marco donno nicola sorci sofia stangherlin silvia lucarini cinzia de luca lucia centoscudi anita crucitti daria deflorian david bennent antonio salines ted davide denci ettore scarpa daria pascal attolini leonardo nigro
3446,tooth fairy,0.7692307692307736,2010-01-22,0.430379746835443,0.015578904610767153,101,usa canada,comedy family fantasy,michael lembeck,dwayne johnson ashley judd stephen merchant ryan sheckler seth macfarlane julie andrews chase ellison destiny whitlock brandon t jackson dan joffre ellie harvie barclay hope michael daingerfield dale wolfe josh emerson anthony bewlz brendan penny lee tichon darien provost david quinlan ron toffolo jill morrison stephen holmes alex ferris steve levy simon king juno rinaldi rukiya bernard osmond l bramble maya washington candus churchill rudy richards maya macatumpag bj harrison alvin sanders matt ward tanessa holomon storma joanna reid christina schild nicholas carella nicole muñoz brendan meyer kevin atwell daniel bacon derek gilroy brendan beiser dee jay jackson peter kelamis john kirincich john tench fiona hogan david courtney billy crystal james forrester ben geldreich blair gorrell lia lam michel voyer
8273,addicted,0.8717948717948758,2014-10-10,0.45569620253164556,0.0010474635444605493,106,spanish english,drama thriller,bille woodruff,boris kodjoe brandon gonzales cameron mills daniel ocallaghan emayatzy corinealdi garrett hines hunter burke john newberg kat graham landon runion lauren marquez maria howell omer mughal paul hall sharon leal tasha smith tyson beckford william levy ty gardner rory healy king scott ledbetter timothy mueller keith ratchek rob ruprecht justin scott gabrielle stein jared stovall zachary vaudo
420,sleepy hollow,0.487179487179489,1999-11-19,0.721518987341772,0.14276815278299498,105,english latin,fantasy horror mystery,tim burton,johnny depp christina ricci miranda richardson michael gambon casper van dien jeffrey jones richard griffiths ian mcdiarmid michael gough christopher walken marc pickering lisa marie steven waddington claire skinner christopher lee alun armstrong mark spalding jessica oyelowo tony maudsley peter guinness nicholas hewetson orlando seale sean stephens gabrielle lloyd robert sella michael feast jamie foreman philip martin brown sam fior tessa allenridge cassandra farndale lily phillips bianca nicholas paul brightwell layla alexander kelley costigan sean cronin kevin hudson martin landau nic main joão costa menezes stuart walker allen woodman
3697,ravenous,0.487179487179489,1999-03-19,0.6835443037974682,0.013682845151696512,101,english italian spanish washoe,adventure comedy horror,antonia bird,guy pearce robert carlyle david arquette jeremy davies jeffrey jones john spencer stephen spinella neal mcdonough joseph runningfox bill brochtrup sheila tousey fernando becerril gabriel berthier pedro altamirano joseph boyle damián delgado fernando manzano alfredo escobar gerardo martínez david heyman tim van rellim miezi sungu abel woolrich
4595,diary of a wimpy kid rodrick rules,0.7948717948717956,2011-03-25,0.6202531645569619,0.008492541053471886,99,usa,comedy family,david bowers,zachary gordon devon bostick rachael harris robert capron steve zahn connor fielding owen fielding peyton list karan brar laine macneil grayson russell terence kelly fran kranz bryce hodgson andrew mcnee john shaw alf humphreys teryl rothery serge houde dalila bela jakob davies maple batalia melissa roxburgh jeff kinney alec willows sean mathieson belita moreno elysia rotaru benjamin hollingsworth michelle harrison kevin kazakoff graeme duffy christopher deschuster samantha page ava hughes jake d smith owen best spencer drever michael strusievici conner ingram mark brandon dawn chubai brenda anderson doreen ramus betty phillips tae helgeth sheila paterson monica marko darcy michael manoj sood angela moore nancy ebert savannah brooke lathem kyle cornell ria jade kai kennedy brianna lake tom macneill marcia miller
622,8 mile,0.5641025641025621,2002-11-08,0.6962025316455694,0.10622775374075653,110,usa germany,drama music,curtis hanson,eminem kim basinger mekhi phifer brittany murphy evan jones omar benson miller deangelo wilson eugene byrd taryn manning larry hudson proof mike bell dj head michael shannon chloe greenfield mary hannigan anthony mackie strike nashawn ox breedlove nakeya snoddy malik barnhardt day golfin allen adams hom obie trice njeri earth jennifer kitchen kyla womack melissa zaglanikzny rockey black craig chandler paul bates mizkorona xzibit abdul salaam el razzac steven monroe john smith jr venicia foreman waverly w alford ii bushman adam brook dave daniels stephen detherage karin dicker brandon t jackson jason jarchow tracey kroll kei leong juanita moore russell rabb jerry reid nickola shreli grace stafford sara stokes steve van hee
7243,karakter,0.4358974358974379,1998-03-27,0.7721518987341771,0.0021123221298300033,122,netherlands belgium,crime drama mystery,mike van diem,jan decleir fedja van huêt betty schuurman tamar van den dop victor löw hans kesting lou landré bernard droog frans vorstman fred goessens jasper gottlieb marius gottlieb pavlik jansen op de haar marisa van eyle wim van der grijn jos verbist jaap spijkers mark rietman jack hedley jan van eijndthoven dic van duin peter oosthoek myranda jongeling bruun kuyt johan ooms jack vecht wil van der meer frieda pittoors hans karsenbarg wouter steenbergen willem westermann wim wiertz tjerk risselada marion van wijk jeroen lopescardozo barbara van der horn jan pontier aus greidanus gerard meijler cas jansen paul van soest joan nederlof paul kooij dariusz lewandowski janusz chabior gusta gerritsen mees jongema peter paul muller john clous lukas dijkema nina deuss zip wertwijn jeroen van den bulk rick van gastel roman czajka malgorzata napiórkowska annemarie grosfeld nico de vries dana huizinga kaylee van gastel marcel hensema marzena kipielsztuka christo hulst gabriël klompmaker sieger hesselink willem gomes yvonne popa dennis overeem jonathan maxwell reeves arjan van den haak
1954,war,0.6923076923076934,2007-08-24,0.5822784810126581,0.035813568413990686,103,usa canada,action thriller,philip g atwell,jet li jason statham john lone devon aoki luis guzmán saul rubinek ryo ishibashi sung kang mathew st patrick nadine velazquez andrea roth mark cheng kane kosugi kennedy montano terry chen steph song annika foo nicholas elia kenneth choi eric keenleyside paul jarrett johnson phan jungyul kim hiro kanagawa wilken yam aaron au mark louie jennifer chung lucy lu randy lee derek lowe john novak don lew warren takeuchi nels lennarson peter shinkoda meghan flather thi tran mitchell a lee yuen brian ho larry lam nadia farès aaron pearl tim perez allan lysell shawn stewart dario delacio brett chan takashi kanamori paulina bui angela fong stephanie poon bruce bellocchi lauro david chartranddelvalle ildiko ferenczi john dylan louie johnpaul williams li xing
2672,elle,0.9230769230769269,2016-11-11,0.6962025316455694,0.023559937434269075,130,france germany belgium,crime drama thriller,paul verhoeven,isabelle huppert laurent lafitte anne consigny charles berling virginie efira judith magre christian berkel jonas bloquet alice isaaz vimala pons raphaël lenglet arthur mazet lucas prisor hugo conzelmann stéphane bak hugues martel anne loiret nicolas beaucaire david léotard loïc legendre jeannoël martin eric savin zohar wexler olivia gotanègre raphaël kahn jina djemba nicolas ullmann florent peiffer laurent orry fleur geffrier marie berto caroline breton oury milshtein dominique plaideau lahouassa elise jean douchet jeanyves freyburger vincent launayfranceschini françois nambot
7054,silk,0.6923076923076934,2007-09-21,0.5443037974683544,0.0023647852911295167,107,canada france italy uk japan,drama romance,françois girard,sei ashina michael pitt tony vogel toni bertorelli keira knightley kenneth welsh martha burns alfred molina michael golding carlo cecchi chiara stampone marc fiorini alexander brooks tôru tezuka hiroya morita akinori andô jun kunimura kanata hongô kôji yakusho dimitri carella dominick carella callum keith rennie naoko watanabe hidetarô honjô nana nagao saki aoi hiroshi ôguchi michio akahane yûya takagawa tarô suwa katy louise saunders miki nakatani max malatesta joel adams luca de bei ed licht domenico procacci nicola tovaglione francesco carnelutti mark rendall maddalena maggi makoto inamiya makoto matsubara yuki kawanishi hidenori shimizu hiroki takano
4292,miss potter,0.6666666666666643,2007-03-09,0.670886075949367,0.010020013699770056,88,english,biography drama,chris noonan,renée zellweger ewan mcgregor emily watson barbara flynn bill paterson matyelok gibbs lloyd owen anton lesser david bamber phyllida law patricia kerrigan lucy boynton oliver jenkins justin mcdonald judith barker jennifer castle chris middleton lynn farleigh john woodvine jane how geoffrey beevers bridget mcconnell joseph grieves clare clifford andy mcsorley sarah crowden richard mulholland marc finn nicholas hutchison mike burnside dominic kemp barry mccormick neil burgess avril clark pam rose andrew sloey
990,twister,0.4102564102564088,1996-05-10,0.6075949367088607,0.07449073667057977,113,usa,action adventure thriller,jan de bont,helen hunt bill paxton cary elwes jami gertz philip seymour hoffman lois smith alan ruck sean whalen scott thomson todd field joey slotnick wendle josepher jeremy davies zach grenier gregory sporleder patrick fischler nicholas sadler ben weber anthony rapp erik laray harvey abraham benrubi jake busey melanie hoopes j dean lindsay dan kelpine sharonlyn morrow richard lineback rusty schwimmer alexa penavega taylor gilbert bruce wright gary england jeff lazalier rick mitchell john thomas rhyne paul douglas samantha mcdonald jennifer l hamilton anneke de bont thomas e bentley darryl cox mark falvo ben jackson david dillinger jefferis brad masters april warren
5762,outpost,0.7179487179487154,2008-03-11,0.5316455696202531,0.00473615248962997,90,uk,action horror scifi,steve barker,ray stevenson julian wadham richard brake paul blair brett fancy enoch frost julian rivett michael smiley johnny meres xuki robeli mark smith graeme temple charlie jeffrey fergus johnston matt mcclure leo horsfield scott peden
1728,paranormal activity 2,0.7692307692307736,2010-10-22,0.5063291139240506,0.041592953221914176,91,usa,horror,tod williams,david bierend brian boland molly ephraim katie featherston seth ginsberg sprague grayden william juan prieto jackson xenia prieto micah sloat vivis colombetti
404,inside man,0.6666666666666643,2006-03-24,0.7594936708860758,0.14624528041981286,129,usa,crime drama mystery,spike lee,denzel washington clive owen jodie foster christopher plummer willem dafoe chiwetel ejiofor carlos andrés gómez kim director james ransone bernie rachelle peter gerety victor colicchio cassandra freeman peter frechette gerry vichi waris ahluwalia rafael osorio rodney bear jackson daryl mitchell ashlie atkinson david brown robert c kirk frank stellato ken leung marcia jean kurtz ed onipede blunt amir ali said lemon andersen samantha ivers peter kybart jason manuel olazabal jeff ward anthony mangano michael devine ed bogdanowicz aaron vexler anthony borowiec joe coots lionel pina ken ferrigni frank hopf robert testut craig m spitzer limary agosto patrick illig frank composto rozanne sher rachel black gregory dann ben crowley shon gables dominic carter sandra endo kandiss edmundson al palagonia florina petcu agim coma john speredakos zee richard ernest rayford vincent dimartino julian niccolini ed crescimanni brad leland tiffany adams kisha batista robert bizik cherise boothe john borras rebecca brillhart jay charan stany coppet ed cuffe rue debona michael den dekker kathryne isabelle easton joanie ellen doug ferony edwin freeman chuck gerena rashaad ernesto green carla greene turi haim frank harts james hook enver hoxha van hughes matt jade julie jei russ klein amanda renee knox steve lord heather male dominick mancino francis mateo rachel mcdermott sean mulcahy john b nelson jr nancy otero james donnell quinn jamieson rhyme michal sinnott alexander sovronsky brandhyze stanley philippe vonlanthen angel wallace steven weisz
2536,sisters,0.8974358974358978,2015-12-18,0.5569620253164556,0.025485145340268155,118,usa,comedy,jason moore,amy poehler tina fey maya rudolph ike barinholtz james brolin dianne wiest john cena john leguizamo bobby moynihan greta lee madison davenport rachel dratch santino fontana britt lower samantha bee matt oberg kate mckinnon colleen werthmann jon glaser renée elise goldsberry ben sinclair lisa altomare chris parnell paula pell tom morrissey daniel breaker dan byrd darren lee emily tarver john lutz sue galloway jennifer simard brian darcy james jackie tohn ann harada heather matarazzo adrian martinez michelle lawler scott drummond olive hui crystal chau vera lam hye jin jang meg carriero farrah krenek aixa kendrick katrina yaukey onika day roxy tarr sara meyer kenny bermudez pedro morillo jr jordan washington jordan rafko kenna morris garcia alexandra licitra adam insogna jim ng emilie alpert leila j babson sandee bengel brett berg michael bertrando raymond brenkert candice t cain christa beth campbell eric j carlson giovanni celentano esther chae megan chipperfield mia ciccarelle angela cohen monique coppola marmee regine cosico samantha blaire cutler andre de leon scott eliasoph eduardo j escobar david wayne fox amanda goodman deshane granger michael simon hall regina hardy laura hart ryan hoffman ashley james joseph anthony jerez scott kluge roy koshy kenneth maharaj nicolas marti scott martin katt masterson doris mccarthy tiffany meier vanessa morales chase murray paul a nielsen ashley north kelsey obrien jonathan oreilly alex parada chavez ravine kara rosella meg scanlon nancy ellen shore dj silver april szykeruk julia tokarz kristen vincent bill walters cris williams kelly p williams leonard zimmerman
2036,ghosts of girlfriends past,0.7435897435897445,2009-05-01,0.5316455696202531,0.03437260083599626,100,usa,comedy fantasy romance,mark waters,matthew mcconaughey jennifer garner michael douglas breckin meyer lacey chabert robert forster anne archer emma stone daniel sunjata noureen dewulf rachel boston camille guaty amanda walsh emily baldoni catherine haena kim noa tishby rachelle wood erin wyatt stephanie oum micah sherman albert m chan michael anastasia paul cassell dan whelton devin brochu kasey russell scott powers heather wilde michael r pouliot logan miller christa b allen chad mountain samantha rose goober alyssa mccourt sam byrne gina gesamondo toni saladna abigail kuklis paula merritt kortney adams cindy lentol kimberly carvalho ashley carvalho travis clough jasmine tang genevieve glenn farah casis lauren tangard layla hosseini quiana grant taylar eliza munjeet geyer erin mcparland allyssa brooke alicia googins natalie alain loisou olga maliouk tom kemp stephen russell tyler christopher lexi lawson artie sgaraglio j levine michael hannigan robert ellis jason amherst dale f appel anastasia barnes ellen beckergray matthew n bourgeois patrick canty tina casciani chemi chemponda lynn clayton desiree april connolly michael demello kelly dempsey madison donlan jennifer engle keith fluker shawn fogarty john franchi sari gagnon suzanne gillies jennifer gjulameti trudi goodman james granville rob w gray dane grigas sophya gudelman guy guglielmi joseph guglielmo cheryl hawe patrick mel hayes kimberly howe kate jurdi haytham kandil cynthia kirchner ren knopf jon korzeniowski caity lepak chi muoi lo annalaina marks dan marshall robert masiello paul mcgillicuddy christina milian henry priest miller dave morrison jason mulcahy ron murphy scott neufville stephen oneil martin chris palermo giovanni pantaleo valerie parker donna glee reim gary roscoe sabe schoeneg edward a sherman iv rich skinner vyvian b stevens stream rebecca teixeira mike wendt joseph zamparelli
4427,you got served,0.6153846153846132,2004-01-30,0.2784810126582278,0.009293653207763077,95,usa,drama music,chris stokes,omarion marques houston jennifer freeman jarell houston lil fizz raz b marty dew jerome jones tanee mccall malcolm david kelley meagan good steve harvey christopher jones robert hoffman michael taliferro esther scott irene stokes dorien wilson lil kim juanita charles la la anthony wade robson oscar orosco jackée harry brenda j crawfordbee skip cheatham dwight crossfield troy ewing don gibbs darryl huckaby dejai jeffries mohamed moretta big nat david elsewhere bernal donnie crumbs counts jon do knock cruz jason easy roc geoffrey lamonte goode gabriel wicket joachico garland spencer allen french twist tepper ivan flipz velez isaiah vest julie jules urich aminah abduljillil karla andrade keely armistead vai tiare paulette azizian ryan bosco baker lena blake lindsey blaufarb kenia brown anwar burton dante corde jp de la san pedro joseph de las nieves amaris dupree teresa espinosa alison faulk kevin federline brian friedman lakeisha gamble dante harper mario henderson marissa herrera richy jackson keith junior mihran kirakosian troy kirby allison kyler arthur ii sweet lesure donna glytch kevin maher chuck maldonado jd mcelroy clifford mcghee rocio mendoza cefawne miller michele molchanov rino nakasone mario navarrette nicole neal eisaku ota tomasina parrott henry chopper platt angela randle elgani jerry flo randolph lucas raynaud diona robinson columbus short ray shotyme johnson harry shum jr roland tabor anthony talauega richmond talauega kevin tancharoen michael vargas tyrell washington darrell rhythm whitaker richard whitebear kenny wormald russell goofy wright jason young keithian santossammons david bernal lovejoy cole crystal michelle alex porter jr elizabeth rivera allen theosky rowe nicki sixteen keith tilque deliene wyatt
1311,a serious man,0.7435897435897445,2009-11-06,0.6835443037974682,0.055411667747196455,106,usa uk france,comedy drama,ethan coen,michael stuhlbarg richard kind fred melamed sari lennick aaron wolff jessica mcmanus peter breitmayer brent braunschweig david kang benjamin portnoe jack swiler andrew s lentz jon kaminski jr ari hoptman alan mandell amy landecker george wyner michael tezla katherine borowitz steve park allen lewis rickman yelena shmulenson fyvush finkel ronald schultz raye birk jane hammill claudia wilkens simon helberg adam arkin james cada michael lerner charles brin michael engel tyson bidner phyllis harris piper sigelbruse hannah nemer rita vassallo warren keith neil newman tim russell jim lichtscheidl wayne a evenson scott thompson baker landyn banx alana bloom stephanie bright rita cannon matt cici david cohen amanda day devon a early john edel jon foss arne gjelten rachel grubb sherilyn henderson leon hiland punnavith koy andy rocco kraft nicole kruex katherine loudenslager tammara melloy lauri mueller helen murray lisa pechmiller asher pink molly elizabeth ring lisalou rosenberg benjamin terry joel thingvall luke weber steven wothe
118,skyfall,0.8205128205128247,2012-11-09,0.7721518987341771,0.2780606692013278,143,uk usa,action adventure thriller,sam mendes,daniel craig judi dench javier bardem ralph fiennes naomie harris bérénice marlohe albert finney ben whishaw rory kinnear ola rapace helen mccrory nicholas woodeson bill buckhurst elize du toit ian bonar gordon milne peter basham ben loydholmes tonia sotiropoulou wolf blitzer david gillies james li kenneth hazeldine orion lee dave wong tank dong roger yuan liang yang yennis cheung chooye bay sid man angela tran milorad kapor huw edwards adebayo bolaji elia lo tauro amir boutrous khan bonfils nicholas goh john hodgkinson kurt egyiawan oliver johnstone harry kershaw burt caesar paul venables crispin letts kammy darweish beatrice curnew dominique anne jones ross waiton jim conway jens hultén michael pink jo cameron brown anthony odonnell hannah stokely wayne gordon enoch frost tom wu jake fairbrother christopher sciueref daniel adegboyega selva rasalingam joss skottowe fabio abraham james adkin adil akram bhanu alley sandy aniadjei mihai arsene raj awasti eddie bagayawa richard banks steve barnett gintare beinoraviciute greg bennett alon bentley harry berry paul blackwell david bulbeck luke burnyeat duncan casey richard clark bern collaço trevor comber leon corbin tom coulston chris cowlin elliott crossley carol cummings graham curry philippe dimperio paul davis leigh dent simon desilva michael dickins kriss dillon alexandra doyle mehmet edip guinevere edwards amber elizabeth dino fazzani joshua ferdinand lynda fisher brandon francis duane francis jake francis neve gachev daniel harland lee nicholas harris rebecca hickey rob ho tina holland luke hope luke howard askin ibik craig izzard phoenix james joanna jeffrees jorge leon martinez chelsea li alan low shaun lucas darren lynch demi mann jarah mariano martyn mayger oliver mayo katherine elizabeth mclean vander mcleod duncan meadows lisa michalski eric michels mike mitchell sandeep mohan stuart mulcaster benjayx murphy shane nolan david norfolk martin poole michael riedacher peter roy santi scinelli raven shanelle weiwei si neil alexander smith clem so glen stanway senem temiz david thackeray caroline thornton claira watson parr glenn webster jayson whiteley daniel craig williams dion williams chris wilson gregg wilson michael g wilson özcan özdemir
92,le fabuleux destin damélie poulain,0.5384615384615401,2002-02-08,0.8481012658227847,0.30763646997263333,122,france germany,comedy romance,jeanpierre jeunet,audrey tautou mathieu kassovitz rufus lorella cravotta serge merlin jamel debbouze clotilde mollet claire maurier isabelle nanty dominique pinon artus de penguern yolande moreau urbain cancelier maurice bénichou michel robin andrée damant claude perron armelle ticky holgado kevin fernandes flora guiet amaury babault andré dussollier eugène berthier marion pressburger charlesroger bour luc palun fabienne chaudat dominique bettenfeld jacques viala fabien béhar jonathan joss jeanpierre becker jean darie thierry gibault françois bercovici franck monier guillaume viry valérie zarrouk marielaure descoureaux sophie tellier gérald weingand françois viaur paule daré marc amyot myriam labbé jean rupert frankie pain julianna kovacs philippe paimblanc mady malroux monette malroux robert gendreu valériane de villeneuve isis peyrade raymonde heudeline christiane bopp thierry arfeuillères jerry lucas patrick paroux françois aubineau philippe beautier karine asure régis iacono franckolivier bonnet alain floret jeanpol brissart frédéric mitterrand dean baykan joan bennett clément chebli rudy galindo eloïse labro jeanmichel larqué manoush federico martín bahamontes thierry roland sister rosetta tharpe jacques thébault spencer tracy
4593,autumn in new york,0.512820512820511,2000-08-11,0.5189873417721519,0.00849818268836126,103,usa,drama romance,joan chen,richard gere winona ryder anthony lapaglia elaine stritch vera farmiga sherry stringfield jill hennessy jk simmons sam trammell mary beth hurt kali rocha steven randazzo toby poser george spielvogel iii ranjit chowdhry audrey quock tawny cypress gabriel portuondo laurent schwaar patrick price ted koch alvin h einbender daniella van graas rachel nichols steven ravid ron emanuel dan camins john guidera russell hunston nik pjeternikaj paige handler liza lapira sarah teresa burns bill raymond earl carroll david filippi becca lee estelle robinson brittney bunkis delores mitchell hatsumi yoshida kristi lee guinness luca waldman daniella canterman deanna canterman harry burney cheyne m hansen pamela twyble iris flick kathleen goldpaugh robert plunket shawna bermender lindsay canton jamie harrold timothy huang nami paix rohan quine adriana souza randy troy jade viggiano
6699,shade,0.5897435897435912,2004-05-09,0.5949367088607593,0.0028866365183966665,101,english,crime thriller,damian nieman,joe nicolo carl mazzocone sr george tovar frank medrano jason cerbone mark de alessandro doc duhame shane t anderson thandie newton glenn plummer gabriel byrne mick rossi sean stanek holly cat carl mazzocone jamie foxx talbert morton stacie randall rodney rowland michael harney jenifer neme shawn frances lee tom reynolds greg suddeth erika nann stuart townsend kevin centazzo bo hopkins bret anthony dina merrill shaun jones mark boone junior tony amendola roger guenveur smith breal j katherine novy ted hartley sylvester stallone kevin burchett melanie griffith chris rommelmann hal holbrook adam grace earl nelson brian gillis jason england david purdham tony burton steve heinze charles rocket michael dorn patrick bauchau michael zurich jack conley jessica wood heath centazzo shira dillon angela fratto trae ireland joel manning damian nieman tawny roberts andrea c robinson tabitha stevens william tinsley r paul wilson
765,the passion of the christ,0.6153846153846132,2004-02-25,0.6962025316455694,0.09271415763574126,127,aramaic latin hebrew,drama,mel gibson,jim caviezel maia morgenstern christo jivkov francesco de vito monica bellucci mattia sbragia toni bertorelli luca lionello hristo shopov claudia gerini fabio sartor giacinto ferro aleksander mincer sheila mokhtari lucio allocca paco reconti adel bakri luciano dragone adel ben ayed franco costanzo lino salemme emanuele gullotto francesco de rosa maurizio di carmine francesco gabriele angelo di loreta federico pacifici roberto santi giovanni vettorazzo ted rusoff tom shaker andrea coppola romuald andrzej klos giuseppe lo console dario dambrosi luciano federico domenico capalbo valerio esposito antonello iacovone nicola tagarelli ivan gaudiano chokri ben zagden roberto bestazzoni luca de dominicis pietro sarubbi abel jafri lello giulivo emilio de marchi roberto visconti sergio rubini francesco cabras andrea refuto giovanni capalbo matt patresi sabrina impacciatore daniela poti jarreth j merz noemi marotta rossella longo davide marotta rosalinda celentano danilo di ruzza vincenzo monti danilo maria valli nuot arquint abraam fontana valerio isidori paulo dos santos arianna vitolo gabriella barbuti ornella giusto michelle bonev lucia stara evelina meghnagi francis dokyi
